"縣市名稱","鄉鎮名稱","段號名稱","小段名稱","母號","子號","分號","面積(㎡)","使用單位名稱","使用部門名稱","使用分部名稱","使用分區名稱","使用地類名稱"
"彰化縣","彰化巿","西勢子","過溝子","0251","0001","000","39","中彰區處","溪湖資產課","土地股","公園保留地     ","無"
"彰化縣","彰化巿","西勢子","過溝子","0251","0001","002","14","中彰區處","溪湖資產課","土地股","公園保留地     ","無"
"彰化縣","彰化巿","西勢子","過溝子","0251","0003","000","199","中彰區處","溪湖資產課","土地股","公園        ","無"
"彰化縣","彰化巿","萬興",,"1152","0000","000","140.98","中彰區處","溪湖資產課","土地股","特定農業區     ","農牧用地"
"彰化縣","彰化巿","三村",,"0857","0000","000","499.56","中彰區處","溪湖資產課","土地股","特定農業區     ","甲種建築用地"
"彰化縣","彰化巿","三村",,"0857","0001","000","307.81","中彰區處","溪湖資產課","土地股","特定農業區     ","甲種建築用地"
"彰化縣","彰化巿","三村",,"0933","0000","005","115","中彰區處","溪湖資產課","土地股","特定農業區     ","甲種建築用地"
"彰化縣","彰化巿","聖安",,"1169","0000","000","51.64","中彰區處","溪湖資產課","土地股","特定農業區     ","農牧用地"
"彰化縣","彰化巿","線東",,"0033","0001","000","12","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","線東",,"0033","0001","004","44","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","線東",,"0033","0001","007","455.64","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","線東",,"0033","0002","000","139.01","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","線東",,"0033","0003","000","22.99","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","線東",,"0033","0004","000","15.44","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","線東",,"0113","0001","000","100.56","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","線東",,"0113","0002","000","20.54","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","線東",,"0129","0001","000","520.69","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","線東",,"0129","0001","002","5","中彰區處","溪湖資產課","資產股","農業區       ","無"
"彰化縣","彰化巿","線東",,"0129","0001","004","200","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","線東",,"0129","0002","000","14","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","線東",,"0129","0002","001","1.5","中彰區處","溪湖資產課","資產股","農業區       ","無"
"彰化縣","彰化巿","線東",,"0129","0002","002","92.64","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","線東",,"0129","0002","003","2","中彰區處","溪湖資產課","資產股","農業區       ","無"
"彰化縣","彰化巿","線東",,"0129","0002","004","22","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","線東",,"0129","0002","005","2","中彰區處","溪湖資產課","資產股","農業區       ","無"
"彰化縣","彰化巿","線東",,"0129","0002","006","26","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","線東",,"0652","0000","000","2.22","中彰區處","溪湖資產課","土地股","工業區       ","無"
"彰化縣","彰化巿","線東",,"0652","0001","000","17.78","中彰區處","溪湖資產課","土地股","道路        ","無"
"彰化縣","彰化巿","線東",,"0653","0000","000","9.54","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","線東",,"0653","0001","000","39.18","中彰區處","溪湖資產課","土地股","道路        ","無"
"彰化縣","彰化巿","線東",,"0657","0000","000","0.41","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","線東",,"0658","0000","000","1.5","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","線東",,"0658","0001","000","81.65","中彰區處","溪湖資產課","土地股","道路        ","無"
"彰化縣","彰化巿","線東",,"0659","0000","000","14.41","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","線東",,"0659","0001","000","15.48","中彰區處","溪湖資產課","土地股","道路        ","無"
"彰化縣","彰化巿","線東",,"0898","0000","000","293.95","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","線東",,"0898","0002","000","0.66","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","線東",,"0902","0000","000","92.25","中彰區處","溪湖資產課","土地股","道路        ","無"
"彰化縣","彰化巿","平和",,"0481","0000","000","798.13","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","平和",,"0481","0002","000","799.53","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","平和",,"0635","0000","000","54.52","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","彰化巿","平和",,"0636","0000","000","196.84","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","平和",,"0636","0002","000","64","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","平和",,"0636","0002","002","49.84","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","平和",,"0652","0000","000","100.97","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","平和",,"0652","0002","000","135.76","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","平和",,"0693","0000","000","190.46","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","平和",,"0693","0000","002","198","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","平和",,"0693","0002","000","157.8","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","平和",,"0998","0000","000","266.47","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","平和",,"0998","0002","000","118","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","平和",,"0998","0002","002","153.93","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","平和",,"1008","0000","000","196.85","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","平和",,"1008","0000","002","103","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","平和",,"1008","0002","000","217.13","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","磚瑤",,"0153","0001","000","1","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","彰化巿","磚瑤",,"0153","0001","003","7","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","彰化巿","磚瑤",,"0153","0001","004","24.16","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","彰化巿","磚瑤",,"0248","0000","000","44","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","彰化巿","磚瑤",,"0248","0000","008","17","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","彰化巿","磚瑤",,"0248","0000","009","14.77","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","彰化巿","磚瑤",,"0354","0001","000","18.3","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","磚瑤",,"0687","0001","000","90","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","磚瑤",,"0687","0001","005","391","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","磚瑤",,"0687","0002","000","14","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","磚瑤",,"0687","0002","002","48.87","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","磚瑤",,"0956","0000","000","55.41","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","彰化巿","竹巷",,"1152","0000","000","185.15","中彰區處","溪湖資產課","土地股","特定農業區     ","農牧用地"
"彰化縣","鹿港鎮","東昇",,"1064","0000","000","9894.22","中彰區處","溪湖資產課","土地股","特定專用區     ","農牧用地"
"彰化縣","鹿港鎮","東昇",,"1064","0000","001","38905.78","中彰區處","溪湖資產課","土地股","特定專用區     ","農牧用地"
"彰化縣","鹿港鎮","東昇",,"2129","0000","002","121","中彰區處","溪湖資產課","土地股","特定農業區     ","交通用地"
"彰化縣","鹿港鎮","鹿興",,"0047","0000","000","358.69","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","鹿港鎮","鹿興",,"0053","0000","000","14.18","中彰區處","溪湖資產課","土地股","工業區       ","無"
"彰化縣","鹿港鎮","鹿興",,"0072","0000","000","116.59","中彰區處","溪湖資產課","土地股","工業區       ","無"
"彰化縣","鹿港鎮","鹿興",,"0101","0000","000","67.81","中彰區處","溪湖資產課","土地股","工業區       ","無"
"彰化縣","和美鎮","和東",,"0176","0000","000","410","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","和美鎮","和東",,"0199","0000","000","1360","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","和美鎮","和東",,"0199","0002","000","188","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","和美鎮","和東",,"0905","0000","000","369","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","和美鎮","忠明",,"0745","0000","000","40","中彰區處","溪湖資產課","土地股","鄉村區       ","乙種建築用地"
"彰化縣","和美鎮","和群",,"0151","0000","000","26","中彰區處","溪湖資產課","土地股","鄉村區       ","交通用地"
"彰化縣","和美鎮","糖友",,"0017","0001","000","12.69","中彰區處","溪湖資產課","土地股","特定專用區     ","丁種建築用地"
"彰化縣","和美鎮","糖友",,"1180","0000","020","28","中彰區處","溪湖資產課","土地股","特定專用區     ","交通用地"
"彰化縣","和美鎮","糖友",,"1181","0000","002","344","中彰區處","溪湖資產課","土地股","特定專用區     ","交通用地"
"彰化縣","和美鎮","湖潭",,"0575","0000","000","318.35","中彰區處","溪湖資產課","土地股","特定農業區     ","農牧用地"
"彰化縣","和美鎮","湖潭",,"0677","0000","000","579.09","中彰區處","溪湖資產課","土地股","特定農業區     ","農牧用地"
"彰化縣","和美鎮","湖潭",,"0750","0000","000","1809.1","中彰區處","溪湖資產課","土地股","特定農業區     ","農牧用地"
"彰化縣","和美鎮","和厝",,"0993","0000","000","3736.79","中彰區處","溪湖資產課","土地股","特定農業區     ","農牧用地"
"彰化縣","北斗鎮","螺陽",,"0005","0000","002","45","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","螺陽",,"0005","0000","003","311","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","螺陽",,"0029","0000","000","432.5","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","螺陽",,"0064","0000","001","26","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","螺陽",,"0065","0000","004","108","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"0359","0000","000","250","中彰區處","溪湖資產課","土地股","工業區       ","無"
"彰化縣","北斗鎮","大安",,"0359","0000","001","200","中彰區處","溪湖資產課","土地股","工業區       ","無"
"彰化縣","北斗鎮","大安",,"0382","0000","000","1073","中彰區處","溪湖資產課","土地股","工業區       ","無"
"彰化縣","北斗鎮","大安",,"0478","0000","000","139","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","北斗鎮","大安",,"0479","0000","000","336","中彰區處","溪湖資產課","土地股","工業區       ","無"
"彰化縣","北斗鎮","大安",,"0481","0000","001","1","中彰區處","溪湖資產課","土地股","工業區       ","無"
"彰化縣","北斗鎮","大安",,"0554","0000","000","501","中彰區處","溪湖資產課","土地股","農業區       ","無"
"彰化縣","北斗鎮","大安",,"0892","0000","000","17","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"0892","0001","000","174","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"0892","0002","000","101","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"0892","0003","000","101","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"0892","0004","000","101","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"0892","0005","000","101","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"0892","0006","000","111","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"0892","0007","000","110","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"0892","0008","000","101","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"0892","0009","000","121","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"0892","0010","000","412","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"0892","0011","000","39","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"0892","0012","000","83","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"0892","0013","000","88","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"0892","0014","000","86","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"0892","0015","000","111","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"0892","0016","000","76","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"0892","0017","000","111","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"0892","0018","000","112","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"0892","0019","000","103","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"0892","0020","000","110","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"1036","0000","000","585","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"1039","0000","000","27","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"1152","0000","000","8","中彰區處","溪湖資產課","土地股","道路        ","無"
"彰化縣","北斗鎮","大安",,"1153","0000","000","23","中彰區處","溪湖資產課","土地股","道路        ","無"
"彰化縣","北斗鎮","大安",,"1154","0000","000","305","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","北斗鎮","大安",,"1190","0000","000","178.78","中彰區處","溪湖資產課","土地股","工業區       ","無"
"彰化縣","北斗鎮","大安",,"1190","0000","002","553.22","中彰區處","溪湖資產課","土地股","工業區       ","無"
"彰化縣","北斗鎮","大安",,"1191","0000","000","94","中彰區處","溪湖資產課","土地股","道路        ","無"
"彰化縣","北斗鎮","後溪",,"1052","0000","001","676.65","中彰區處","溪湖資產課","土地股","特定農業區     ","水利用地"
"彰化縣","北斗鎮","後溪",,"1063","0000","002","102","中彰區處","溪湖資產課","土地股","特定農業區     ","水利用地"
"彰化縣","北斗鎮","後溪",,"1064","0000","002","116","中彰區處","溪湖資產課","土地股","特定農業區     ","水利用地"
"彰化縣","北斗鎮","後溪",,"1065","0000","002","36","中彰區處","溪湖資產課","土地股","特定農業區     ","水利用地"
"彰化縣","北斗鎮","後溪",,"1066","0000","001","350","中彰區處","溪湖資產課","土地股","特定農業區     ","水利用地"
"彰化縣","北斗鎮","中圳",,"0196","0000","000","167.19","中彰區處","溪湖資產課","土地股","特定農業區     ","水利用地"
"彰化縣","員林市","員林",,"0055","0008","000","5.99","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0009","000","6.92","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0010","000","3.54","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0011","000","4.98","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0012","000","4.98","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0013","000","4.3","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0014","000","8.69","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0015","000","12.48","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0016","000","6.66","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0017","000","3.71","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0018","000","4.39","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0021","000","3.96","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0022","000","4.47","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0023","000","6.92","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0024","000","6.07","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0025","000","6.24","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0026","000","6.41","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0027","000","37.87","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0032","000","3.71","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0033","000","2.7","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0034","000","4.22","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0035","000","4.55","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0036","000","8.35","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0037","000","4.64","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0038","000","9.45","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0039","000","3.37","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0040","000","3.46","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0041","000","5.9","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0042","000","5.99","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0043","000","6.07","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0044","000","4.64","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0045","000","4.64","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0046","000","4.64","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0047","000","4.72","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0048","000","8.94","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0049","000","8.35","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0050","000","6.16","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0052","000","14.34","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0053","000","0.67","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0054","000","30.87","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0055","000","23.96","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0056","000","4.47","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0057","000","4.13","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0058","000","6.58","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0059","000","2.45","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0060","000","8.69","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0061","000","3.21","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0062","000","34.25","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0063","000","3.96","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0065","000","4.05","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0066","000","19.74","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","員林",,"0055","0067","000","3.46","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","員林市","新生",,"0954","0000","000","94.91","中彰區處","溪湖資產課","土地股","商業區       ","無"
"彰化縣","員林市","新生",,"0954","0001","000","0.46","中彰區處","溪湖資產課","土地股","商業區       ","無"
"彰化縣","員林市","新生",,"0954","0002","000","49.68","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","員林市","新生",,"1035","0000","000","235.95","中彰區處","溪湖資產課","土地股","商業區       ","無"
"彰化縣","員林市","新生",,"1035","0001","001","8.84","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","員林市","新生",,"1055","0000","000","14.12","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","溪湖鎮","光平",,"0098","0001","000","122","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","溪湖鎮","光平",,"0098","0002","000","118","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","溪湖鎮","光平",,"0098","0003","000","114","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","溪湖鎮","光平",,"0098","0004","000","266","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","溪湖鎮","光平",,"0194","0000","000","6","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","溪湖鎮","光平",,"0194","0001","000","24","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","溪湖鎮","光平",,"0302","0000","000","117","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","溪湖鎮","光平",,"0302","0000","015","24","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","溪湖鎮","光平",,"0302","0000","016","24","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","溪湖鎮","光平",,"0302","0000","017","27","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","溪湖鎮","光平",,"0302","0003","000","74.25","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","溪湖鎮","光平",,"0379","0002","000","38","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","溪湖鎮","光平",,"0381","0002","000","180","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","溪湖鎮","平和",,"0178","0000","000","5","中彰區處","溪湖資產課","土地股","商業區       ","無"
"彰化縣","溪湖鎮","平和",,"0548","0000","000","42","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","溪湖鎮","平和",,"0548","0001","000","692","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","溪湖鎮","平和",,"0548","0002","000","4","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","溪湖鎮","平和",,"0553","0000","000","447","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","溪湖鎮","平和",,"0572","0000","000","83","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","溪湖鎮","平和",,"0573","0000","000","109","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","溪湖鎮","平和",,"0599","0000","000","30","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","溪湖鎮","湖南",,"0290","0000","000","411","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","溪湖鎮","湖南",,"0290","0001","000","16","中彰區處","溪湖資產課","土地股","道路        ","無"
"彰化縣","溪湖鎮","湖南",,"0291","0000","000","20","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","溪湖鎮","湖南",,"0291","0001","000","13","中彰區處","溪湖資產課","土地股","道路        ","無"
"彰化縣","溪湖鎮","湖南",,"0461","0000","000","100.55","中彰區處","溪湖資產課","土地股","道路        ","無"
"彰化縣","溪湖鎮","湖南",,"0462","0000","000","2.72","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","溪湖鎮","湖南",,"0469","0000","000","2877.8","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","溪湖鎮","湖南",,"0483","0000","001","132","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","溪湖鎮","湖南",,"0483","0001","000","16","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","溪湖鎮","湖南",,"0830","0000","000","10.67","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","溪湖鎮","湖南",,"0855","0000","000","300.87","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","溪湖鎮","東寮",,"0802","0006","000","40","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","溪湖鎮","大溪",,"0249","0000","000","108.43","中彰區處","溪湖資產課","土地股","綠地        ","無"
"彰化縣","溪湖鎮","大溪",,"0838","0001","000","48","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","溪湖鎮","大溪",,"0838","0002","000","79","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","溪湖鎮","大溪",,"0838","0003","000","50","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","溪湖鎮","大溪",,"0838","0006","000","29","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","溪湖鎮","大溪",,"0838","0009","000","65","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","溪湖鎮","湖東",,"0369","0000","000","150","中彰區處","溪湖資產課","土地股","住宅區       ","無"
"彰化縣","溪湖鎮","湖東",,"0573","0000","000","29","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","溪湖鎮","湖東",,"0573","0000","005","37","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","溪湖鎮","湖東",,"0579","0000","000","51","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","溪湖鎮","湖東",,"0597","0000","000","2","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","溪湖鎮","湖東",,"0598","0000","000","338.8","中彰區處","溪湖資產課","土地股","鐵路用地      ","無"
"彰化縣","溪湖鎮","湖東",,"0659","0000","000","1","中彰區處","溪湖資產課","土地股","住宅區       ","無"
